Sexe,age,Emploi,Telephone,statut_personnel,mois_pret_duree,historique de credit,but,Prix ( TND),personnes a charge,solde_d'epargne,duree_emploi,taux de versement ( par mois ) ,autres_debiteurs,Historique residence,propriete,logement,credits_existants,Score
Homme,30,independant de gestion,23828151,marie,18,rembourse,voiture (neuve),3640,1,420,1 ans,2,rien,8 mois,l'epargne de la societe de construction,propre,1,0
Femme,19,resident non qualifie,23739530,,12,rembourse,meubles,1966,1,96970,6 mois,1,rien,7 ans,immobilier,louer,1,0
Homme,39,independant de gestion,29614521,Celibataire,36,rembourse,voiture (neuve),6498,2,710,6 ans,2,rien,13 ans,inconnu/aucun,gratuitement,1,0
Femme,31,employe qualifie,21043511,,6,critique,Electronique,3914,1,570,4 annees,1,rien,22 ans,autre,propre,1,0
Homme,31,independant de gestion,22045255,Celibataire,9,critique,meubles,4812,1,640,,2,rien,4 annees,autre,propre,1,0
Homme,32,employe qualifie,25367016,Celibataire,39,retarde,education,23520,1,1480,7 ans,2,rien,4 annees,inconnu/aucun,louer,1,0
Homme,46,employe qualifie,25922627,marie,36,critique,meubles,4696,1,480,2 annees,3,rien,1 mois,l'epargne de la societe de construction,propre,2,0
Femme,43,resident non qualifie,20941953,,24,critique,Electronique,3032,1,101970,1 ans,4,rien,,immobilier,propre,2,0
Homme,39,employe qualifie,27306727,marie,18,rembourse,Electronique,2946,1,210,0 mois,3,rien,21 ans,immobilier,propre,1,0
Homme,28,employe qualifie,22031561,marie,18,critique,Entreprise,3774,1,0,2 annees,4,rien,12 ans,immobilier,propre,2,0
Homme,27,employe qualifie,26726667,Celibataire,24,retarde,Entreprise,17296,1,720,9 mois,2,rien,2 mois,autre,propre,2,1
Homme,43,employe qualifie,24133370,Celibataire,18,retarde,voiture (neuve),5798,2,0,17 ans,4,rien,19 annees,autre,propre,1,0
Homme,26,independant de gestion,24702722,divorce,24,rembourse,Electronique,6470,1,9120,14 ans,3,rien,4 mois,autre,propre,1,0
Homme,28,employe qualifie,29244912,marie,12,critique,voiture (neuve),1878,1,8110,7 ans,4,rien,1 mois,immobilier,propre,3,1
Femme,20,employe qualifie,22541572,,24,rembourse,Electronique,3934,1,850,16 ans,4,rien,14 ans,autre,propre,1,0
Homme,42,independant de gestion,25208109,Celibataire,12,critique,Entreprise,4584,1,420,,4,rien,9 mois,autre,propre,2,1
Femme,35,employe qualifie,24842618,,24,rembourse,voiture (neuve),2762,1,0,2 annees,4,rien,2 mois,l'epargne de la societe de construction,propre,1,1
Homme,35,employe qualifie,26377163,Celibataire,36,critique,voiture (occasion),11684,2,450,14 ans,2,rien,7 mois,l'epargne de la societe de construction,propre,2,0
Homme,33,resident non qualifie,26720389,Celibataire,12,rembourse,voiture (neuve),5158,2,100,8 mois,4,rien,,immobilier,propre,1,1
Femme,23,employe qualifie,27512491,,18,retarde,education,16942,1,0,1 ans,1,rien,1 mois,autre,louer,2,0
Femme,31,independant de gestion,29628374,,21,rembourse,voiture (neuve),5564,1,9140,4 annees,1,rien,2 mois,autre,propre,1,0
Femme,33,employe qualifie,21855167,,18,rembourse,voiture (neuve),2084,1,0,3 annees,4,rien,5 mois,l'epargne de la societe de construction,propre,1,1
Homme,30,employe qualifie,23067474,Celibataire,12,rembourse,voiture (occasion),4056,1,0,1 ans,4,rien,4 mois,autre,propre,1,0
Homme,47,resident non qualifie,21513448,Celibataire,12,critique,voiture (neuve),1916,2,30,7 ans,2,rien,2 annees,immobilier,propre,2,0
Homme,34,independant de gestion,24699042,Celibataire,21,retarde,meubles,3182,1,2320,4 annees,4,rien,1 ans,immobilier,propre,2,0
Homme,21,employe qualifie,20946322,marie,18,rembourse,voiture (occasion),5558,1,550,2 annees,1,rien,1 ans,autre,louer,1,0
Homme,46,employe qualifie,28074845,Celibataire,18,critique,Electronique,2298,1,12160,1 ans,4,rien,2 annees,immobilier,propre,2,0
Femme,55,chomeur non resident,23331313,,18,critique,reparations,2380,2,700,,2,rien,13 ans,inconnu/aucun,gratuitement,3,1
Homme,74,resident non qualifie,22342103,Celibataire,5,rembourse,Entreprise,6896,1,30,7 ans,1,rien,14 ans,immobilier,propre,1,0
Homme,29,independant de gestion,24969327,Celibataire,24,rembourse,autres,22656,1,220,2 annees,2,codemandeur,2 annees,autre,propre,2,1
Homme,36,independant de gestion,22036055,Celibataire,6,critique,meubles,3744,1,340,,4,rien,13 ans,inconnu/aucun,gratuitement,3,0
Homme,33,employe qualifie,28591963,divorce,24,critique,reparations,4116,1,710,3 annees,4,rien,7 mois,immobilier,propre,2,0
Homme,25,employe qualifie,28776843,Celibataire,9,rembourse,meubles,4272,1,710,2 annees,3,rien,0 mois,immobilier,propre,1,0
Homme,25,employe qualifie,22002798,marie,12,rembourse,Electronique,2968,1,0,1 ans,2,rien,,immobilier,propre,1,1
Homme,23,resident non qualifie,25497220,marie,6,rembourse,reparations,1320,1,5610,5 annees,2,rien,8 annees,immobilier,louer,1,0
Femme,37,employe qualifie,20813236,,24,critique,voiture (neuve),2574,1,183180,12 ans,4,rien,5 annees,immobilier,propre,2,0
Homme,65,chomeur non resident,29430833,Celibataire,42,critique,reparations,6788,1,610,,4,codemandeur,20 ans,autre,propre,2,0
Femme,26,chomeur non resident,24833720,,12,entierement rembourse cette banque,Entreprise,1218,1,740,3 mois,4,rien,,immobilier,propre,1,1
Homme,39,independant de gestion,22206239,Celibataire,12,rembourse,voiture (neuve),3768,1,890,9 annees,4,rien,18 ans,autre,propre,1,0
Homme,29,employe qualifie,21229606,Celibataire,20,retarde,autres,5258,1,400,2 annees,2,rien,2 annees,autre,propre,2,0
Homme,41,resident non qualifie,27927593,Celibataire,12,rembourse,education,1438,2,320,13 ans,4,rien,10 annees,autre,propre,1,1
Femme,41,resident non qualifie,27185571,,9,critique,education,2488,1,0,12 ans,4,rien,16 ans,l'epargne de la societe de construction,louer,2,0
Femme,34,employe qualifie,20877260,,36,rembourse,voiture (neuve),3684,1,30,8 mois,4,rien,24 ans,autre,propre,1,1
Homme,35,employe qualifie,24566899,Celibataire,7,rembourse,Electronique,5152,1,180,3 annees,2,garant,1 mois,immobilier,propre,1,0
Femme,55,independant de gestion,21203125,,12,rembourse,meubles,2848,1,0,13 ans,3,rien,12 ans,immobilier,propre,1,0
Homme,61,employe qualifie,21037273,marie,15,retarde,reparations,3024,1,15250,1 ans,3,rien,1 ans,l'epargne de la societe de construction,propre,2,1
Homme,30,independant de gestion,24598355,Celibataire,36,critique,voiture (occasion),22108,1,0,3 annees,4,rien,3 mois,autre,propre,1,0
Homme,34,employe qualifie,25795137,Celibataire,12,entierement rembourse,meubles,5518,1,830,12 ans,2,rien,15 ans,l'epargne de la societe de construction,propre,2,0
Homme,31,employe qualifie,26843937,Celibataire,24,rembourse,voiture (neuve),9634,1,870,7 ans,2,codemandeur,2 annees,l'epargne de la societe de construction,propre,1,1
Femme,29,independant de gestion,21168753,,24,rembourse,voiture (occasion),5358,1,350,8 mois,4,rien,,inconnu/aucun,propre,1,0
Homme,36,employe qualifie,21386836,Celibataire,11,critique,voiture (neuve),7810,2,960,1 ans,2,rien,11 mois,immobilier,louer,2,0
Homme,32,employe qualifie,25024424,Celibataire,18,rembourse,Electronique,9188,1,680,4 mois,3,rien,0 mois,autre,propre,1,0
Homme,37,employe qualifie,21387681,Celibataire,36,rembourse,meubles,7240,2,620,3 annees,1,garant,9 mois,l'epargne de la societe de construction,propre,1,0
Homme,38,employe qualifie,29519480,Celibataire,12,rembourse,reconversion,1508,1,0,13 ans,4,rien,19 annees,l'epargne de la societe de construction,propre,2,0
Homme,34,employe qualifie,25677937,Celibataire,18,rembourse,Entreprise,3900,1,530,4 annees,4,rien,,autre,propre,2,0
Homme,63,employe qualifie,29062024,Celibataire,24,rembourse,voiture (occasion),5848,2,370,3 annees,3,garant,6 ans,inconnu/aucun,propre,1,0
Femme,29,resident non qualifie,26836905,,24,retarde,Electronique,3318,1,880,11 mois,4,rien,10 mois,autre,louer,1,1
Homme,32,employe qualifie,26801754,Celibataire,48,retarde,Electronique,14476,2,0,12 ans,3,rien,1 ans,autre,propre,2,0
Homme,35,resident non qualifie,29003801,Celibataire,24,retarde,voiture (occasion),9358,1,250,4 annees,3,rien,4 annees,autre,propre,2,0
Femme,23,employe qualifie,20464780,,6,rembourse,education,896,1,520,7 mois,4,rien,22 ans,l'epargne de la societe de construction,propre,1,1
Homme,36,independant de gestion,26891255,Celibataire,6,rembourse,reconversion,2476,2,0,,4,rien,15 ans,l'epargne de la societe de construction,propre,1,0
Homme,33,employe qualifie,27054278,marie,18,critique,Electronique,2490,1,330,2 annees,4,rien,1 mois,autre,propre,1,1
Homme,24,employe qualifie,25637527,Celibataire,39,rembourse,voiture (occasion),5138,1,8170,3 annees,4,rien,16 ans,autre,propre,1,0
Homme,25,employe qualifie,20442945,Celibataire,24,rembourse,Electronique,10304,1,160,5 annees,4,rien,8 mois,autre,propre,1,0
Homme,39,resident non qualifie,21099798,Celibataire,12,rembourse,Entreprise,2074,1,1260,5 annees,3,rien,12 ans,immobilier,propre,1,0
Homme,44,employe qualifie,23109182,Celibataire,15,critique,meubles,2956,2,540,15 ans,4,rien,18 ans,autre,propre,2,0
Femme,23,resident non qualifie,22507126,,12,critique,Electronique,7146,1,310,3 annees,1,rien,,immobilier,propre,1,0
Homme,26,employe qualifie,21183742,Celibataire,24,rembourse,voiture (neuve),2402,1,10,6 mois,4,rien,,l'epargne de la societe de construction,propre,1,0
Femme,57,employe qualifie,23304791,,30,rembourse,meubles,7244,1,149570,14 ans,4,rien,6 ans,l'epargne de la societe de construction,louer,2,0
Femme,30,employe qualifie,25731209,,15,retarde,meubles,1920,1,162420,4 annees,3,rien,2 mois,l'epargne de la societe de construction,propre,2,0
Homme,47,independant de gestion,22783730,Celibataire,6,retarde,voiture (neuve),2418,1,90,,4,rien,9 annees,l'epargne de la societe de construction,propre,1,1
Homme,52,employe qualifie,29263303,Celibataire,12,rembourse,Electronique,6154,1,700,3 annees,2,rien,12 ans,autre,propre,1,0
Femme,62,employe qualifie,28914946,,24,rembourse,voiture (neuve),7514,1,360,15 ans,4,codemandeur,5 annees,inconnu/aucun,gratuitement,1,0
Homme,35,resident non qualifie,24341456,Celibataire,10,rembourse,voiture (neuve),2836,1,3880,1 ans,3,rien,1 mois,immobilier,louer,1,0
Homme,26,employe qualifie,27856003,Celibataire,6,rembourse,voiture (neuve),7036,1,300,2 annees,2,garant,4 annees,l'epargne de la societe de construction,louer,1,0
Homme,26,employe qualifie,28036266,Celibataire,12,critique,Electronique,3868,1,500,7 ans,2,rien,7 mois,inconnu/aucun,propre,2,0
Femme,42,independant de gestion,22399639,,27,entierement rembourse,Entreprise,16636,1,760,10 annees,2,rien,11 ans,inconnu/aucun,gratuitement,2,1
Homme,39,resident non qualifie,21314572,Celibataire,12,critique,voiture (neuve),4244,2,110,2 annees,3,rien,2 mois,immobilier,louer,2,0
Homme,20,employe qualifie,22449654,marie,24,rembourse,meubles,5992,1,0,3 annees,2,rien,9 annees,autre,propre,1,1
Femme,27,employe qualifie,24902119,,24,rembourse,voiture (neuve),6246,1,600,2 mois,4,rien,,l'epargne de la societe de construction,propre,1,1
Homme,42,employe qualifie,22364772,Celibataire,36,rembourse,voiture (occasion),10986,2,510,14 ans,2,rien,10 annees,inconnu/aucun,gratuitement,1,0
Homme,49,employe qualifie,24391878,divorce,9,rembourse,Electronique,2252,1,1060,15 ans,2,rien,19 annees,immobilier,propre,1,0
Homme,38,employe qualifie,28823319,Celibataire,24,critique,Electronique,2432,2,3290,7 mois,4,rien,16 ans,inconnu/aucun,propre,2,1
Femme,24,employe qualifie,28654822,,24,rembourse,voiture (neuve),2414,1,480,4 mois,4,rien,7 ans,l'epargne de la societe de construction,louer,1,1
Homme,36,employe qualifie,26601183,Celibataire,15,critique,voiture (occasion),4720,1,5590,3 annees,2,rien,9 mois,autre,propre,1,0
Homme,34,independant de gestion,29031457,Celibataire,15,entierement rembourse cette banque,voiture (neuve),13700,2,2190,,1,rien,7 mois,l'epargne de la societe de construction,propre,1,1
Homme,45,independant de gestion,22179923,Celibataire,39,rembourse,voiture (occasion),17176,1,2060,8 annees,4,rien,7 mois,autre,propre,1,0
Homme,26,employe qualifie,27529119,Celibataire,12,rembourse,voiture (neuve),1518,1,460,7 ans,4,rien,3 mois,immobilier,propre,1,1
Homme,32,independant de gestion,21173911,Celibataire,36,rembourse,voiture (occasion),9372,1,830,2 annees,2,rien,11 mois,inconnu/aucun,gratuitement,1,0
Homme,54,employe qualifie,22035589,Celibataire,24,rembourse,voiture (neuve),4510,1,0,6 mois,4,rien,,l'epargne de la societe de construction,propre,1,0
Homme,40,resident non qualifie,23818562,Celibataire,6,critique,voiture (neuve),2722,2,190,9 mois,2,rien,13 ans,immobilier,propre,1,0
Femme,23,employe qualifie,27497197,,36,critique,meubles,14254,1,520,0 mois,2,rien,15 ans,l'epargne de la societe de construction,louer,2,1
Homme,43,employe qualifie,28505600,Celibataire,6,rembourse,voiture (neuve),2406,1,1990,12 ans,3,rien,10 mois,l'epargne de la societe de construction,propre,1,0
Homme,44,employe qualifie,24563474,Celibataire,24,critique,reparations,11014,1,250,13 ans,3,rien,14 ans,inconnu/aucun,gratuitement,2,0
Femme,24,employe qualifie,27973160,,18,rembourse,Electronique,6380,1,890,2 annees,2,rien,0 mois,immobilier,propre,1,1
Femme,23,employe qualifie,27010079,,24,rembourse,voiture (occasion),6976,1,3610,6 ans,3,rien,14 ans,autre,propre,1,0
Homme,30,employe qualifie,28859199,Celibataire,26,rembourse,voiture (occasion),15932,1,860,4 mois,2,rien,2 annees,autre,propre,2,0
Femme,31,employe qualifie,24563717,,15,critique,education,3064,1,4100,1 ans,4,rien,3 annees,autre,propre,1,0
Homme,42,resident non qualifie,24259746,Celibataire,4,critique,Electronique,3006,2,570,7 ans,2,rien,,immobilier,propre,2,0
Homme,41,resident non qualifie,29354685,Celibataire,6,rembourse,voiture (neuve),1324,2,130,11 mois,3,rien,11 ans,immobilier,propre,1,0
Homme,32,employe qualifie,20874305,Celibataire,36,rembourse,education,4546,2,570,4 annees,3,rien,,autre,propre,2,0
Homme,26,employe qualifie,29004435,marie,24,rembourse,Electronique,2622,1,1640,6 ans,4,rien,3 annees,l'epargne de la societe de construction,propre,1,0
Homme,25,employe qualifie,24460528,Celibataire,24,rembourse,Electronique,6210,1,0,3 mois,4,rien,1 mois,autre,propre,2,0
Homme,33,employe qualifie,22217917,divorce,21,critique,education,4638,1,290,9 mois,2,rien,,autre,louer,1,1
Femme,75,independant de gestion,21203736,,6,rembourse,voiture (neuve),2748,1,0,,4,rien,3 annees,l'epargne de la societe de construction,propre,1,0
Femme,37,employe qualifie,21861847,,18,critique,meubles,7224,1,190,11 ans,3,rien,17 ans,l'epargne de la societe de construction,propre,1,0
Homme,42,independant de gestion,22644465,Celibataire,48,rembourse,voiture (neuve),15526,1,190,11 ans,4,rien,8 annees,inconnu/aucun,gratuitement,1,1
Femme,45,resident non qualifie,24882506,,18,rembourse,meubles,6098,1,50,7 mois,1,rien,,l'epargne de la societe de construction,propre,1,0
Homme,60,employe qualifie,24697195,Celibataire,24,retarde,voiture (neuve),4064,1,710,13 ans,4,rien,8 annees,inconnu/aucun,gratuitement,2,0
Homme,31,employe qualifie,21344610,Celibataire,30,rembourse,meubles,12700,1,0,15 ans,4,rien,21 ans,l'epargne de la societe de construction,propre,1,1
Homme,34,resident non qualifie,26115677,Celibataire,18,rembourse,meubles,5728,2,800,3 annees,2,rien,,immobilier,propre,1,1
Homme,61,resident non qualifie,27988434,Celibataire,12,critique,voiture (neuve),2510,1,40,19 annees,4,rien,14 ans,immobilier,propre,2,0
Homme,43,employe qualifie,26566474,Celibataire,24,retarde,voiture (neuve),2666,2,380,,4,rien,11 mois,immobilier,gratuitement,2,1
Femme,37,employe qualifie,28626958,,24,critique,voiture (neuve),4044,1,800,3 annees,4,rien,8 annees,autre,propre,1,0
Homme,45,resident non qualifie,28181603,Celibataire,6,entierement rembourse cette banque,Electronique,3500,2,5160,12 ans,2,rien,9 annees,l'epargne de la societe de construction,propre,1,0
Homme,34,employe qualifie,24551385,marie,48,rembourse,Electronique,13998,1,510,5 annees,1,garant,,immobilier,propre,2,1
Homme,22,employe qualifie,28107391,Celibataire,12,rembourse,Electronique,2662,1,500,7 mois,2,rien,,autre,propre,1,1
Femme,28,employe qualifie,27451241,,18,entierement rembourse,voiture (neuve),4556,1,4060,1 mois,3,rien,1 ans,autre,propre,2,1
Femme,29,employe qualifie,21252474,,21,entierement rembourse,voiture (neuve),10006,1,0,3 annees,1,rien,8 annees,l'epargne de la societe de construction,propre,2,1
Homme,49,employe qualifie,28580780,Celibataire,24,rembourse,voiture (occasion),5928,2,0,13 ans,4,rien,24 ans,inconnu/aucun,gratuitement,1,0
Homme,24,resident non qualifie,24173713,Celibataire,24,entierement rembourse cette banque,Electronique,3092,1,220,4 annees,4,garant,24 ans,autre,louer,1,1
Femme,29,employe qualifie,20853300,,6,retarde,Electronique,1366,1,320,9 mois,2,rien,,l'epargne de la societe de construction,propre,1,0
Homme,37,employe qualifie,20493805,Celibataire,36,rembourse,voiture (neuve),24778,1,0,3 annees,1,rien,5 annees,inconnu/aucun,gratuitement,1,1
Homme,37,independant de gestion,26593602,Celibataire,24,retarde,Entreprise,9424,1,0,3 annees,4,rien,10 mois,l'epargne de la societe de construction,propre,2,0
Femme,23,employe qualifie,22154622,,24,retarde,Electronique,3106,1,2050,4 annees,3,rien,1 mois,l'epargne de la societe de construction,louer,2,0
Femme,31,employe qualifie,25632467,,48,rembourse,Electronique,13516,1,140,2 annees,3,rien,0 mois,autre,propre,1,1
Femme,23,resident non qualifie,29461289,,24,rembourse,meubles,6468,1,740,0 mois,4,rien,9 annees,immobilier,louer,1,1
Femme,26,independant de gestion,24743510,,24,rembourse,voiture (occasion),10866,1,0,,2,rien,6 ans,l'epargne de la societe de construction,louer,1,0
Femme,22,resident non qualifie,23145179,,15,rembourse,Entreprise,1612,1,950,1 ans,4,rien,16 ans,l'epargne de la societe de construction,propre,1,0
Femme,24,employe qualifie,27503276,,15,critique,meubles,5576,1,970,4 annees,2,codemandeur,4 annees,autre,propre,2,0
Femme,27,employe qualifie,22049710,,12,rembourse,Electronique,5860,1,360,7 ans,2,rien,,immobilier,propre,1,0
Femme,33,employe qualifie,29552663,,24,critique,education,3854,1,0,1 ans,3,rien,8 mois,autre,propre,2,0
Homme,30,employe qualifie,22222091,Celibataire,18,critique,voiture (neuve),2112,1,900,10 annees,3,garant,4 annees,immobilier,propre,2,1
Homme,49,resident non qualifie,24967224,Celibataire,12,critique,voiture (neuve),6248,2,60,8 mois,1,rien,3 annees,immobilier,propre,2,0
Femme,26,employe qualifie,27039185,,9,rembourse,meubles,2776,1,300,1 ans,4,rien,6 mois,immobilier,louer,1,0
Homme,33,resident non qualifie,26476864,Celibataire,36,rembourse,reparations,4768,1,470,8 mois,4,rien,,inconnu/aucun,louer,1,1
Femme,52,independant de gestion,23763136,,12,rembourse,voiture (neuve),4266,1,0,17 ans,4,rien,24 ans,inconnu/aucun,gratuitement,1,0
Femme,20,employe qualifie,27541648,,18,rembourse,meubles,4078,1,0,3 annees,1,rien,9 annees,immobilier,louer,1,1
Homme,36,employe qualifie,28314220,Celibataire,9,critique,voiture (neuve),5598,2,310,1 ans,2,rien,5 mois,immobilier,louer,2,0
Homme,21,resident non qualifie,25755213,Celibataire,12,rembourse,meubles,2578,1,920,1 ans,4,garant,,l'epargne de la societe de construction,propre,1,0
Homme,47,resident non qualifie,29662791,marie,18,rembourse,appareils electromenagers,2434,1,10,3 annees,4,rien,3 annees,immobilier,propre,1,1
Femme,58,resident non qualifie,28482052,,12,critique,Electronique,770,1,600,5 annees,4,rien,3 annees,immobilier,propre,4,0
Femme,42,employe qualifie,24089595,,24,retarde,voiture (neuve),3930,1,0,2 annees,4,rien,19 annees,autre,louer,2,0
